place_id,name,phone,address,website,rating,review_count,latitude,longitude,business_status,types,price_level,search_term,search_location,collected_date,city_searched,city_priority,phone_clean,city_extracted,data_quality_score
ChIJpUzlS8FJLoYR-AL4vSnV5xM,Inandouttreeservice,(318) 331-6367,"406 N 10th St, Monroe, LA 71201, USA",,5.0,13,32.510393799999996,-92.1117491,OPERATIONAL,"point_of_interest, establishment",,tree service,"Monroe, LA",2025-08-19 22:03:52,"Monroe, LA",3,3183316367,Monroe,6
ChIJEakxVCUsLoYRFoZh1Wk5wRs,Ross Stump Grinding,(318) 376-2845,"133 W Highland Ave, West Monroe, LA 71291, USA",https://www.facebook.com/Ross-Stump-Grinding-249764661724327/,4.9,60,32.5343654,-92.1732299,OPERATIONAL,"point_of_interest, establishment",,tree service,"Monroe, LA",2025-08-19 22:03:52,"Monroe, LA",3,3183762845,West Monroe,6
ChIJ622rErhHLoYRtaTEbPLMZAw,Affordable Tree Service,(318) 789-0206,"201 Smith Ave, Monroe, LA 71203, USA",,4.8,6,32.521740699999995,-92.07799229999999,OPERATIONAL,"point_of_interest, establishment",,tree service,"Monroe, LA",2025-08-19 22:03:52,"Monroe, LA",3,3187890206,Monroe,6
ChIJAU4T_yZPLoYRqeZEQdLfRxo,B & B Tree Services,(318) 343-8355,"2459 Garrett Rd, Monroe, LA 71202, USA",https://www.facebook.com/bbtreemonroe/,4.3,16,32.4783934,-92.0541811,OPERATIONAL,"point_of_interest, establishment",,tree service,"Monroe, LA",2025-08-19 22:03:52,"Monroe, LA",3,3183438355,Monroe,6
ChIJ1VKrEz45LoYR9gGPioc-pWk,Cajun Tree Cutters,(318) 396-5619,"158 Gator Trail, West Monroe, LA 71291, USA",https://www.cajuntreecutters.com/,5.0,20,32.567335,-92.184067,OPERATIONAL,"point_of_interest, establishment",,tree service,"Monroe, LA",2025-08-19 22:03:52,"Monroe, LA",3,3183965619,West Monroe,6
ChIJcwiyASfFD44R39fNt40aN5I,MAD Stump Grinding and More LLC,(318) 542-9766,"323 Elmwood Dr, West Monroe, LA 71291, USA",,4.9,47,32.544132999999995,-92.15928919999999,OPERATIONAL,"point_of_interest, establishment",,tree service,"Monroe, LA",2025-08-19 22:03:52,"Monroe, LA",3,3185429766,West Monroe,6
ChIJEXJ6gLUwLoYR-zVys3Sfd1k,Ouachita Tree Service,(318) 547-4356,"2795 New Natchitoches Rd, West Monroe, LA 71292, USA",https://www.facebook.com/Ouachitatree318/,4.7,14,32.4943714,-92.2262343,OPERATIONAL,"point_of_interest, establishment",,tree service,"Monroe, LA",2025-08-19 22:03:52,"Monroe, LA",3,3185474356,West Monroe,6
ChIJG6lrC_tHLoYRDqh0GYFezhU,Tree Service Monroe LA,(318) 667-1005,"1701 Shannon St #15493, Monroe, LA 71207, USA",http://treeservicemonroela.com/,,0,32.523747,-92.1146042,OPERATIONAL,"point_of_interest, establishment",,tree service,"Monroe, LA",2025-08-19 22:03:52,"Monroe, LA",3,3186671005,Monroe,4
ChIJTTCref83LoYR986wTJFWW6M,ArborWorks Tree Service,(318) 386-5750,"2518 N 9th St, West Monroe, LA 71291, USA",,3.0,3,32.524957799999996,-92.15002270000001,OPERATIONAL,"point_of_interest, establishment",,tree service,"Monroe, LA",2025-08-19 22:03:52,"Monroe, LA",3,3183865750,West Monroe,5
ChIJgbA82bFJLoYR7ropwXlwQC4,Tree time trimming,(225) 846-4754,"1000 St John St, Monroe, LA 71201, USA",,,0,32.4932425,-92.1134526,OPERATIONAL,"point_of_interest, establishment",,tree service,"Monroe, LA",2025-08-19 22:03:52,"Monroe, LA",3,2258464754,Monroe,4
ChIJcZ6HN7NcOIERlvR73HPIXiU,The Tree Service LLC,(318) 884-8431,"114 Howard Brown Rd, West Monroe, LA 71292, USA",,4.0,3,32.4370979,-92.2701688,OPERATIONAL,"point_of_interest, establishment",,tree service,"Monroe, LA",2025-08-19 22:03:52,"Monroe, LA",3,3188848431,West Monroe,5
ChIJF1Ns-VI3LoYRjWqMGW2_Nuo,Arborist Solutions,(318) 381-6328,"107 Lisa Ln, West Monroe, LA 71291, USA",,4.2,6,32.5321807,-92.159362,OPERATIONAL,"point_of_interest, establishment",,tree service,"Monroe, LA",2025-08-19 22:03:52,"Monroe, LA",3,3183816328,West Monroe,6
ChIJvaGoTCAxLoYR9Mb0L6yE3CU,Vital Tree Solutions,(318) 732-1521,"6000 New Natchitoches Rd, West Monroe, LA 71292, USA",http://vitaltreesolutions.com/,5.0,14,32.4615605,-92.2919197,OPERATIONAL,"point_of_interest, establishment",,tree service,"Monroe, LA",2025-08-19 22:03:52,"Monroe, LA",3,3187321521,West Monroe,6
ChIJr3nqAXcxLoYRtQYe-m8EgjY,Clay Bryan's Stump Grinding,(318) 614-3960,"213 Pate Rd, West Monroe, LA 71292, USA",https://www.claybryanstump.com/,5.0,53,32.4406524,-92.260311,OPERATIONAL,"point_of_interest, establishment",,tree removal,"Monroe, LA",2025-08-19 22:03:54,"Monroe, LA",3,3186143960,West Monroe,6
ChIJb7TSJ9wxcqoRXPoZSFZtBok,"Mount Tree Service, LLC.",(318) 548-6217,"1632 W Kentucky Ave, Ruston, LA 71270, USA",https://mounttreeservicellc.com/,5.0,21,32.55554670000001,-92.6615695,OPERATIONAL,"point_of_interest, establishment",,arborist,"Monroe, LA",2025-08-19 22:03:55,"Monroe, LA",3,3185486217,Ruston,6
ChIJN1RHVR44O0MRpxt4eOGazYU,Forest Tree & Landscape Service,(318) 953-8892,"c/o Matt Bradley, Owner, 115 Butler Ave, West Monroe, LA 71291, USA",,,0,32.5176608,-92.1896087,OPERATIONAL,"garden, general_contractor, park, point_of_interest, establishment",,arborist,"Monroe, LA",2025-08-19 22:03:55,"Monroe, LA",3,3189538892,West Monroe,4
ChIJKwufUQJ8IiMRwXF_ho6fhFk,Stump Grind,(318) 600-9844,"3712 Cypress St, West Monroe, LA 71291, USA",https://www.facebook.com/profile.php?id=61564165135837&mibextid=LQQJ4d,5.0,7,32.5176757,-92.16717430000001,OPERATIONAL,"point_of_interest, establishment",,stump grinding,"Monroe, LA",2025-08-19 22:03:57,"Monroe, LA",3,3186009844,West Monroe,6
ChIJvyHPrGKLN4YR1DTCPchrLkQ,East Texas Tree Guys,(936) 899-3269,"707 Burk St, Nacogdoches, TX 75964, USA",,5.0,2,31.5968743,-94.66493059999999,OPERATIONAL,"point_of_interest, establishment",,tree service,"Nacogdoches, TX",2025-08-19 22:04:02,"Nacogdoches, TX",3,9368993269,Nacogdoches,5
ChIJAQBsraSLN4YRa1TOkBDOR78,Maldonado Tree Service,(936) 558-7812,"402 Perry Dr, Nacogdoches, TX 75964, USA",,5.0,1,31.605112700000003,-94.6761362,OPERATIONAL,"point_of_interest, establishment",,tree service,"Nacogdoches, TX",2025-08-19 22:04:02,"Nacogdoches, TX",3,9365587812,Nacogdoches,5
ChIJswCQNezz4aARh3x_1OaZOqs,TreeDoctors,(936) 221-8019,"4581 FM2864, Nacogdoches, TX 75965, USA",https://treedoctor7.godaddysites.com/,5.0,15,31.771727700000003,-94.6418165,OPERATIONAL,"general_contractor, point_of_interest, establishment",,tree service,"Nacogdoches, TX",2025-08-19 22:04:02,"Nacogdoches, TX",3,9362218019,Nacogdoches,6
ChIJ5_PtKsWLN4YRGoQf5XFV4ts,K.E. Hannah Tree Service,(936) 569-3267,"Nacogdoches, TX 75961, USA",,3.7,3,31.6035739,-94.6554525,OPERATIONAL,"point_of_interest, establishment",,tree service,"Nacogdoches, TX",2025-08-19 22:04:02,"Nacogdoches, TX",3,9365693267,TX 75961,5
ChIJ81N2ozmKN4YRDYTlA0u-Pj8,"Drewery Construction Co., Inc. & Drewery Bros. Tree Service",(936) 560-1534,"902 SE Stallings Dr, Nacogdoches, TX 75964, USA",https://dreweryinc.com/,4.4,25,31.574912899999998,-94.6614932,OPERATIONAL,"general_contractor, point_of_interest, establishment",,tree service,"Nacogdoches, TX",2025-08-19 22:04:02,"Nacogdoches, TX",3,9365601534,Nacogdoches,6
ChIJUVNn3T05OIYROezrvvrbitc,C & B Tree Service,(936) 635-6735,"2584 Ted Trout Dr, Lufkin, TX 75904, USA",https://candbtreeservice.com/,5.0,118,31.332231600000004,-94.7691067,OPERATIONAL,"point_of_interest, establishment",,tree removal,"Nacogdoches, TX",2025-08-19 22:04:03,"Nacogdoches, TX",3,9366356735,Lufkin,6
ChIJ8z5VWtVLOIYRHQEKK19oqqI,A & R Tree Service,(936) 238-6591,"272 N 1st St, Zavalla, TX 75980, USA",http://a-r-tree-service.com/,5.0,3,31.160656699999997,-94.42602819999999,OPERATIONAL,"point_of_interest, establishment",,arborist,"Nacogdoches, TX",2025-08-19 22:04:04,"Nacogdoches, TX",3,9362386591,Zavalla,5
